TCP,text_name,EEBO,VID,STC,ESTC,Status,Author,Author 2,Author 3,Author 4,Translator,Date,Date Corrections,Title,Form,Genre,Network,Notes,Pages,Simplified Title,Subgenre,BigNamesSubgenre,Terms,SuperScience,BigNamesScience
A37297,A37297.headed.txt,12354590,60096,Wing D488; ESTC R20279,R20279,Free,"Deacon, J. (John)",,,,,1657,,"The charitable physitian, his hand extended to the curing of that contagious disease called the flux, or griping of the guts with other the most violent distempers now reigning amongst us, also their symptomes, whereby they are known ... / by J. Deacon.",,Med-Specific Treatise,,,22,,Physiology,,"Medicine -- Formulae, receipts, prescriptions -- Early works to 1800.",TRUE,FALSE
A37397,A37397.headed.txt,13244974,98650,Wing D767; ESTC R8151,R8151,Free,"Gadbury, John, 1627-1704.; Lilly, William, 1602-1681.",,,,,1660,,"A Declaration of the several treasons, blasphemies and misdemeanors acted, spoken and published against God, the late King, his present Majesty, the nobility, clergy, city, commonalty, &c. by that grand wizard and impostor William Lilly of St. Clements Danes, other wise called Merlinus Anglicus presented to the right honourable the members of the House of Parliament : in order to secure him from acting any further villanies against His Majesty.",,Astrology,Occultism,,12,,,,"Lilly, William, 1602-1681.; Great Britain -- History -- Charles II, 1660-1685 -- Sources.",TRUE,FALSE
A37412,A37412.headed.txt,11821731,49588,Wing D811; ESTC R11048,R11048,Free,"Dee, John, 1527-1608.; Casaubon, Meric, 1599-1671.; Kelly, Edward, 1555-1595.",,,,,1659,,"A true & faithful relation of what passed for many yeers between Dr. John Dee ... and some spirits tending ... to a general alteration of most states and kingdomes in the world : his private conferences with Rodolphe, Emperor of Germany, Stephen, K. of Poland, and divers other princes about it ... : as also the letters of sundry great men and princes ... to the said D. Dee / out of the original copy written with Dr. Dees own hand, kept in the library of Sir Tho. Cotton, Kt. Baronet ; with a preface confirming the reality (as to the point of spirits) of this relation ... by Meric Casaubon ...",,Philosophy of Science,Occultism,,486,,,,"Stefan Batory, -- King of Poland, 1533-1586, -- Spirit.; Rudolph -- II, -- Holy Roman Emperor, 1552-1612, -- Spirit.; Spirits.",TRUE,FALSE
A37451,A37451.headed.txt,11195885,46673,Wing D857; ESTC R29706,R29706,Restricted,"Degravere, Julius.",,,,,1662,,"Thesaurus remediorum a treasury of choice medicines internall and externall, exactly composed according to art, peculiarly and properly fitted and appointed against the infirmities of the principall parts of mans body ... / by Julius Degravere ; whereunto is added diagnostic signs to know the temperament and constitution of each body ...",,Med-Materia Medica/Recipes,,,50,,,,Medicine -- Early works to 1800.; Dispensatories.,TRUE,FALSE
A37471,A37471.headed.txt,13326246,99076,Wing D88; ESTC R33433,R33433,Free,T. D.,,,,,1665,,"Food and physick for every householder & his family during the time of the plague very useful, both for the free and the infected, and necessary for all persons in what condition or quality soever : together with several prayers and meditations before, in, and after infection, very needful in all infectious and contagious times, and fit as well for the country as the city / published by T.D. for the publick good.",,Med-Specific Treatise,,,24,,Plague,,"Medicine -- Formulae, receipts, prescriptions.; Plague -- England -- London.",TRUE,FALSE
A37760,A37760.headed.txt,15538401,103633,Wing E148; ESTC R35670,R35670,Free,"Echard, Laurence, 1670?-1730.",,,,,1691,,"A most compleat compendium of geography, general and special describing all the empires, kingdoms and dominions in the whole world : shewing their bounds, situation, dimensions, ancient and modern names, history, government, religions, languages, commodities ... archbishopricks and universities : in a more plain and easie method, more compendious and (perhaps) more useful than any of this bigness : to which are added general rules for making a large geography, ... / collected according to the most late discoveries and agreeing with the choicest and newest maps by Laurence Eachard ...",,Geography,,,209,,,,Geography -- Early works to 1800.,TRUE,FALSE
A37889,A37889.headed.txt,8700788,41577,Wing E177; ESTC R24946,R24946,Restricted,"Edlyn, Richard, 1631-1677.",,,,,1664,,"Prae-nuncius sydereus an astrological treatise of the effects of the great conjunction of the two superiour planets, Saturn & Jupiter, October the Xth, 1663, and other configurations concomitant : wherein the fate of Europe for these next twenty years is (from the most rational grounds of art) more than probably conjectured, and the success of the present design of the Turk against Christendome occasionally hinted at / by Richard Edlin.",,Astrology,Occultism,,129,,,,Astrology -- Early works to 1800.,TRUE,FALSE
A37944,A37944.headed.txt,9808406,44138,Wing E190; ESTC R207034,R207034,Free,"Edwards, 17th cent.",,,,,1652,,"A treatise concerning the plague and the pox discovering as well the meanes how to preserve from the danger of these infectious contagions, as also how to cure those which are infected with either of them.",,Med-Specific Treatise,,,132,,Plague,,Plague.; Medicine -- Early works to 1800.,TRUE,FALSE
A37977,A37977.headed.txt,12265105,58008,Wing E199; ESTC R1452,R1452,Free,"Edwards, John, 1637-1716.",,,,,1684,,"Cometomantia, A discourse of comets shewing their original, substance, place, time, magnitude, motion, number, colour, figure, kinds, names, and more especially, their prognosticks, significations and presages ... : where also is inserted an essay of judiciary astrology, giving satisfaction to this grand question, whether any certain judgments and predictions concerning future events, can be made from the observation of the heavenly bodies : both occasioned by the appearance of the late comets in England and other places.",,Astronomy,,,318,,,,Comets.,TRUE,FALSE
A38104,A38104.headed.txt,26910403,109843,Wing E226; ESTC R43140,R43140,Free,"Edwards, Thomas, mathematician.",,,,,1692,,"Dialling made easy, or, Tables calculated for the latitude of Oxford (but will serve without sensible difference for most parts of England) by the help of which, and a line of chords, the hour-lines may quickly and exactly be described upon most sorts of useful dials : with some brief directions for making two sorts of spot dials / by T.E.",,Astronomy,,,74,,Instruments,,Sundials -- Early works to 1800.; Time -- Early works to 1800.,TRUE,FALSE
A38455,A38455.headed.txt,12273058,58366,Wing E3088; ESTC R8390,R8390,Restricted,,,,,,1690,,"An English herbal, or, A discovery of the physical vertues of all herbs in this kingdom what planet governs each herb, and how to gather them in their planetary hours : containing some hundreds of medicines made of English herbs, whereby any person may keep his body in health, or cure himself when sick, for a small charge, with such herbs and roots as naturally grow in England : collected for a general good.",,Med-Materia Medica/Recipes,,,74,,,,Herbs -- Therapeutic use -- Early works to 1800.; Medicinal plants -- Great Britain.,TRUE,FALSE
A38470,A38470.headed.txt,99830324,34775,Wing E3104A; ESTC R218753,R218753,Restricted,,,,,,1682,,"The English midwife enlarged containing directions to midwives; wherein is laid down whatever is most requisite for the safe practising her art. Also instructions for women in their conceiving, bearing and nursing of children. With two new treatises, one of the cure of diseases and symptoms happening to women before and after child-birth. And another of the diseases, &c. of little children, and the conditions necessary to be considered in the choice of their nurses and milk. The whole fitted for the meanest capacities. Illustrated with near 40 copper-cuts.",,Med-Specific Treatise,,,336,,Women/Children,,Obstetrics -- Early works to 1800.; Medicine -- Early works to 1800.,TRUE,FALSE
A38472,A38472.headed.txt,12826951,94258,Wing E3105A; ESTC R9992,R9992,Free,"Harford, Robert, fl. 1677-1681.",,,,,1680,,"English military discipline, or, The way and method of exercising horse & foot according to the practice of this present time with a treatise of all sorts of arms and engines of war, of fire-works, ensigns, and other military instruments, both ancient and modern, enriched with many figures.",,Techne,,,49,,Instruments,,Firearms -- Early works to 1800.,TRUE,FALSE
A38593,A38593.headed.txt,13147888,98081,Wing E3252; ESTC R15886,R15886,Free,"Escholt, Michel PedersÃ¸n, d. 1666.; Collins, Daniel, 17th cent.",,,,,1663,,"Geologia Norvegica, or, A brief instructive remembrancer concerning that very great and spacious earthquake, which hapned [sic] almost quite through the south parts of Norvvay upon the 24th day of April, in the year 1657 also physical, historical, and theological grounds and reasons concerning the causes and significations of earthquakes / written in the Danish tongue by Michael Peterson Escholt ... ; and Englished by Daniel Collins.; Geologia Norvegica. English",,Natural History,,,106,,Earth Sciences,,Earthquakes -- Norway.,TRUE,FALSE
A38619,A38619.headed.txt,15731861,104552,Wing E3276A; ESTC R36574,R36574,Free,"Espagne, Jean d', 1591-1659.",,,,,1651,,"Enchyridion physicÃ_ restitutÃ_, or, The summary of physicks recovered wherein the true harmony of nature is explained, and many errours of the ancient philosophers, by canons and certain demonstrations, are clearly evidenced and evinced.",,Physics,,,190,,,,Soul -- Early works to 1800.; Physics -- Early works to 1800.; Nature -- Early works to 1800.,TRUE,FALSE
A38622,A38622.headed.txt,12277235,58497,Wing E3279; ESTC R11286,R11286,Restricted,Philadept.,,,,,1698,,"An essay concerning adepts, or, A resolution of this inquiry how it cometh to pass that adepts, if there are any in the world, are no more beneficial to mankind than they have been known hitherto to be, and whether there could be no way to encourage them to communicate themselves : with some resolutions concerning the principles of the adeptists and a model, practicable, and easy, of living in community : in two parts / by a Philadept ...",,Alchemy,Occultism,,53,,,,Alchemy.,TRUE,FALSE
A38625,A38625.headed.txt,31355209,110349,Wing E3283; ESTC R41373,R41373,Restricted,Lover of truth and the good of mankind.,,,,,1673,,"An essay for the regvlation of the practice of physick upon which regulation are grounded the composure of all differences between physicians and apothecaries, and reasons for preferring the long accustomed way of practising by prescription : to which is added a brief discourse concerning arcanas of nostrums ... / by a lover of truth and the good of mankind.",,Med-Specific Treatise,,,43,,Polemic,,Medical laws and legislation -- Great Britain.,TRUE,FALSE
A38722,A38722.headed.txt,12999289,96453,Wing E3399; ESTC R10241,R10241,Restricted,"Dechales, Claude-FranÃ§ois Milliet, 1621-1678.; Euclid. Elements.; Williams, Reeve, fl. 1682-1703.",,,,,1685,,"The elements of Euclid, explained and demonstrated in a new and most easie method with the uses of each proposition in all the parts of the mathematicks / by Claude Francois Milliet D'Chales, a Jesuit ; done out of French, corrected and augmented, and illustrated with nine copper plates, and the effigies of Euclid, by Reeve Williams ...; Huict livres des ElÃ©ments d'Euclide rendus plus faciles. English",,Mathematics,,,430,,Geometry,,Geometry -- Early works to 1800.; Mathematical analysis.,TRUE,FALSE
A38771,A38771.headed.txt,12144129,54910,Wing E3452; ESTC R7392,R7392,Free,"Evans, John, Minister and preacher of God's word.",,,,,1651,,"The universall medicine, or, The virtues of the magneticall, or antimoniall cup confirmed to be a health-procuring, health-preserving, and health-restoring effectuall medicine by extant monuments of antiquity, by testimonies of Honourable personages, by 100 admirable and rare experiments, by 200 persons of quality that have experienced the same / collected by John Evans ...",,Med-Specific Treatise,,,66,,Substances,,Antimony -- Therapeutic use.; Medicine -- Early works to 1800.,TRUE,FALSE
A38788,A38788.headed.txt,11987943,51974,Wing E3489; ESTC R31456,R31456,Free,"Evelyn, John, 1620-1706.",,,,,1661,,"Fumifugium, or, The inconveniencie of the aer and smoak of London dissipated together with some remedies humbly proposed / by J.E. esq. to His Sacred Majestie, and to the Parliament now assembled.",,Med-Health Guides,Royal Society,,39,,,,Smoke prevention.; Smoke -- Physiological effect.,TRUE,FALSE
A38806,A38806.headed.txt,12121058,54428,Wing E3507; ESTC R21425,R21425,Free,"Evelyn, John, 1620-1706.",,,,,1676,,"A philosophical discourse of earth relating to the culture and improvement of it for vegetation, and the propagation of plants, &c. as it was presented to the Royal Society, April 29, 1675.",,Natural History,Royal Society,,182,,Earth Sciences,,Soils.; Plant propagation -- Early works to 1800.; Fertilizers.,TRUE,FALSE
A38811,A38811.headed.txt,12495910,62507,Wing E3517; ESTC R586,R586,Free,"Evelyn, John, 1620-1706.",,,,,1670,,"Sylva, or, A discourse of forest-trees, and the propagation of timber in His Majesties dominions as it was deliver'd in the Royal Society the XVth of October, MDCLXII upon occasion of certain quÃ_ries propounded to that illustrious assembly, by the Honourable the Principal Officers, and Commissioners of the Navy : to which is annexed Pomona, or, An appendix concerning fruit-trees in relation to cider, the making, and severall wayes of ordering it published by expresse order of the Royal Society : also Kalendarivm hortense, or, the Gard'ners almanac, directing what he is to do monthly throughout the year / by John Evelyn ...",,Natural History,Royal Society,,359,,Earth Sciences,,Forests and forestry.; Trees.; Gardening -- Early works to 1800.; Cider.,TRUE,FALSE
A38822,A38822.headed.txt,12265289,58030,Wing E3530; ESTC R1871,R1871,Free,"Everard, Giles.",,,,,1659,,"Panacea, or, The universal medicine being a discovery of the wonderfull vertues of tobacco taken in a pipe : with its operation and use both in physick and chyrurgery / by Dr Everard, &c.",,Med-Specific Treatise,,,160,,Substances,,Tobacco -- Physiological effect -- Early works to 1800.; Smoking -- Early works to 1800.,TRUE,FALSE
A38839,A38839.headed.txt,23236078,109503,Wing E3553; ESTC R42020,R42020,Restricted,,,,,,1675,,"Every woman her own midwife, or, A Compleat cabinet opened for child-bearing women furnished with directions to prevent miscarriages during the time of breeding, and other casualties which usually attend women in child-bed : to which is annexed cures for all sorts of diseases incident to the bodies of men, women and children.",,Med-Specific Treatise,,,210,,Women/Children,,"Medicine, Popular -- Early works to 1800.; Obstetrics -- Popular works.; Pharmacopoeias.",TRUE,FALSE
A39123,A39123.headed.txt,12498606,62611,Wing E3950; ESTC R3315,R3315,Free,"Eizat, Edward, Sir.",,,,,1695,,"Apollo mathematicus, or, The art of curing diseases by the mathematicks according to the principles of Dr. Pitcairn : a work both profitable and pleasant, and never published in English before : to which is subjoined, A discourse of certainty, according to the principles of the same author.",,Med-Specific Treatise,,,172,,Treatments,,"Pitcairn, Archibald, 1652-1713.",TRUE,FALSE
A39240,A39240.headed.txt,12354612,60098,Wing E536; ESTC R20307,R20307,Free,"Elkes, Richard.",,,,,1651,,"Approved medicines of little cost, to preserve health and also to cure those that are sick provided for the souldiers knap-sack and the country mans closet / written by Richard Elkes, Gent. ...",,Med-Specific Treatise,,,49,,Treatments,,"Medicine, Popular -- Early works to 1800.; Self-care, Health -- Early works to 1800.; Therapeutics.; Herbs -- Therapeutic use -- Early works to 1800.; Medicinal plants.",TRUE,FALSE
A39317,A39317.headed.txt,12037219,52901,Wing E638; ESTC R16178,R16178,Free,"Elsholtz, Johann Sigismund, 1623-1688.; Sherley, Thomas, 1638-1678.",,,,,1677,,"The curious distillatory, or, The art of distilling coloured liquors, spirits, oyls, &c. from vegitables, animals, minerals and metals ... containing many experiments ... relating to the production of colours, consistence and heat ... : together with several experiments upon the blood (and its serum) of diseased persons, with divers other collateral experiments / written originally in Latin by Jo. Sigis. Elsholt ; put into English by T.S. ...; Destillatoria curiosa. English",,Med-Specific Treatise,,,125,,Treatments,,Distillation -- Early works to 1800.; Color -- Experiments -- Early works to 1800.; Heat -- Experiments -- Early works to 1800.; Blood -- Experiments -- Early works to 1800.,TRUE,FALSE
A39359,A39359.headed.txt,19619784,109220,Wing E68; ESTC R41104,R41104,Restricted,"Earbery, Matthias.",,,,,1697,,An answer to a book intitled Tractatus theologico politicus,,Science-Religion,Mechanical Philosophy,,210,,,,"Spinoza, Benedictus de, 1632-1677. -- Tractatus theologico-politicus.; Philosophy and religion -- Early works to 1800.; Prophets.",TRUE,FALSE
A39383,A39383.headed.txt,12297480,59081,Wing E708; ESTC R21774,R21774,Free,"Emes, Thomas, d. 1707.",,,,,1698,,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",,Med-Specific Treatise,,,116,,Substances,,Medicine -- Early works to 1800.,TRUE,FALSE
A39594,A39594.headed.txt,13591817,100675,Wing F1082; ESTC R14952,R14952,Free,"Fitzgerald, R. (Robert); Boyle, Robert, 1627-1691.; Fitzgerald, R. (Robert). Salt-water sweetned.",,,,,1684,,Farther additions to a small treatise called Salt-water sweetned shewing the great advantages both by sea and land of sea-water made fresh : together with the Honourable Mr. Boyle's letter and the approbation of the Colledge of Physicians of the wholesomeness of this water.,,Natural History,Royal Society,,27,,Instruments,,"Fitzgerald, R. -- (Robert). -- Salt-water sweetned.; Seawater -- Distillation -- Early works to 1800.; Saline water conversion -- Early works to 1800.",TRUE,FALSE
A39597,A39597.headed.txt,11800074,49364,Wing F1087; ESTC R7382,R7382,Free,"Fitzgerald, R. (Robert); Boyle, Robert, 1627-1691. Letter of Mr. Boyle to the learned Dr. John Beale ... concerning fresh-water made out of sea-water.",,,,,1683,,"Salt-water sweetned, or, A true account of the great advantages of this new invention both by sea and by land together with a full and satisfactory answer to all apparent difficulties : also the approbation of the Colledge of Physicians : likewise a letter of the Honourable Robert Boyle to a friend upon the same subject.",,Natural History,Royal Society,,21,,Instruments,,Seawater -- Distillation -- Early works to 1800.; Saline water conversion -- Early works to 1800.,TRUE,FALSE
A39600,A39600.headed.txt,99834576,39078,Wing F1090; ESTC R224135,R224135,Free,"Fitzgerald, R. (Robert); Boyle, Robert, 1627-1691.",,,,,1684,,"The supplement to a small treatise called Salt-water sweetned shewing the great advantages both by sea and land, of sea-water made fresh. Together with the Honourable Mr. Boyle's letter, and the approbation of the Colledge of Physicians, of the wholsomness of this water. And also the conditions on which the patentees and others concern'd, do intend to contract with such as shall please to deal with them for the use of his invention.",,Natural History,Royal Society,,36,,Instruments,,Seawater -- Distillation -- Early works to 1800.; Saline water conversion -- Early works to 1800.,TRUE,FALSE
A39637,A39637.headed.txt,8121975,40916,Wing F1129; ESTC R24327,R24327,Free,"Flamant, M., fl. 1692-1699.",,,,,1697,,"The art of preserving and restoring health explaining the nature and causes of the distempers that afflict mankind : also shewing that every man is, or may be his own best physician : to which is added a treatise of the most simple and effectual remedies for the diseases of men and women / written in French by M. Flamand ; and faithfully translated into English.",,Med-Health Guides,,,140,,,,Medicine -- Early works to 1800.; Health.,TRUE,FALSE
A39789,A39789.headed.txt,13706053,101488,Wing F131; ESTC R6759,R6759,Free,"Fairfax, Nathaniel, 1637-1690.",,,,,1674,,"A treatise of the bulk and selvedge of the world wherein the greatness, littleness, and lastingness of bodies are freely handled : with an answer to Tentamine [sic] de Deo by S.P. ... / by N. Fairfax ...",,Physics,Royal Society,,248,,,,"Parker, Samuel, 1640-1688. -- Tentamina physico-theologica de Deo.; Space and time -- Early works to 1800.",TRUE,FALSE
A39798,A39798.headed.txt,11794065,49277,Wing F1337; ESTC R5192,R5192,Free,"Fletcher, John, d. 1613.",,,,,1641,,"The differences, causes, and iudgements of urine according to the best writers thereof, both old and new, summarily collected / by I. Fletcher.",,Med-Specific Treatise,,,167,,Physiology,,Urine -- Early works to 1800.,TRUE,FALSE
A39814,A39814.headed.txt,12685861,65768,Wing F1357; ESTC R376,R376,Free,"Fletcher, R. (Richard), fl. 1676-1677.",,,,,1676,,"A character of a true physician, or, A true chymist compared with a goose-quill pedant with a short view of the frauds and abuses in physick, committed by the confederate prescribing doctoral methodists, with their combinators the apothecaries ... : being a vindication of such physicians as follow not their method but make and administer their own medicines, being the honestest, safest, cheapest, and speediest way of practice, both for physician and patient / by R. Fletcher ...",,Med-Specific Treatise,,,32,,Polemic,,Physicians -- England.; Quacks and quackery -- England -- History -- 17th century.; Medicine -- Early works to 1800.; Medical ethics -- Early works to 1800.,TRUE,FALSE
A39816,A39816.headed.txt,99827320,31738,Wing F1359A; ESTC R215438,R215438,Free,"Fletcher, R. (Richard), fl. 1676-1677.",,,,,1676,,"A vindication of chymistry, and chymical medicines Courteous and candid reader, chymistry, is an art that doth both teach and inable us (for our exceeding good and benefit) to seperate purity from impurity; ...",,Natural History,,,18,,Chemistry,,"Chemistry -- Early works to 1800.; Medicine, Popular -- Early works to 1800.",TRUE,FALSE
A39842,A39842.headed.txt,13166614,98254,Wing F1387; ESTC R494,R494,Free,"Floyer, John, Sir, 1649-1734.",,,,,1697,,"An enquiry into the right use and abuses of the hot, cold, and temperate baths in England ... to this is added I. an extract of Dr. Jones's treaty on Buxton-Bath ..., II. a letter from Dr. Clayton ... concerning the use of St. Mungus-Well, III. an abstract of some cures perform'd by the bath at Buxton / by Sir John Floyer, Kt. ...",,Med-Specific Treatise,,,216,,Hydrotherapy,,Baths -- England.; Baths -- England -- Buxton (Derbyshire); Baths -- Therapeutic use -- Early works to 1800.; Perspiration -- Early works to 1800.,TRUE,FALSE
A39844,A39844.headed.txt,15538920,103643,Wing F1389; ESTC R35680,R35680,Free,"Floyer, John, Sir, 1649-1734.",,,,,1696,,"The preternatural state of animal humours described by their sensible qualities, which depend on the different degrees of their fermentation and the cure of each particular cacochymia is performed by medicines of a peculiar specific taste, described : to this treatise are added two appendixes I. About the nature of fevers and their ferments and cure by particular tastes, II. Concerning the effervescence and ebullition of the several cacochymia's ... / by the author of Pharmacho bazagth.",,Med-Specific Treatise,,,290,,Physiology,,Medicine -- Early works to 1800.; Body fluids -- Early works to 1800.,TRUE,FALSE
A39846,A39846.headed.txt,11798179,49327,Wing F1390; ESTC R6812,R6812,Free,"Floyer, John, Sir, 1649-1734.",,,,,1698,,"A treatise of the asthma divided into four parts : in the first is given a history of the fits, and the symptoms preceding them : in the second, the cacochymia which disposes to the fit, and the rarefaction of the spirits which produces it, are described : in the third, the accident causes of the fit, and the symptomatic asthmas are observed : in the fourth, the cure of the asthmas fit, and the method of preventing it is proposed : to which is annext a digression about the several species of acids distinguish'd by their tastes, and 'tis observ'd how far they were thought convenient or injurious in general practice by the old writers, and most particularly in relation to the care of the asthma.",,Med-Specific Treatise,,,290,,Physiology,,Asthma.,TRUE,FALSE
A39847,A39847.headed.txt,12251507,57108,Wing F1391; ESTC R6980,R6980,Free,"Fludd, Robert, 1574-1637.",,,,,1659,,"Mosaicall philosophy grounded upon the essentiall truth, or eternal sapience / written first in Latin and afterwards thus rendred into English by Robert Fludd, Esq.; Philosophia Moysaica. English",,Science-Religion,Occultism,,303,,,,Biblical cosmology -- Miscellanea.; Cosmology -- Early works to 1800.; Occultism -- Early works to 1800.,TRUE,FALSE
A39862,A39862.headed.txt,12251523,57110,Wing F1409; ESTC R7033,R7033,Free,"Fonteyn, Nicolaas.",,,,,1652,,"The womans doctour, or, An exact and distinct explanation of all such diseases as are peculiar to that sex with choise and experimentall remedies against the same : being safe in the composition, pleasant in the use, effectuall in the operation, cheap in the price / faithfully translated out of the works of that learned philosopher and eminent physitian Nicholas Fontanus.; Syntagma medicum de morbis mulierum. English",,Med-Specific Treatise,,,268,,Women/Children,,Women -- Diseases -- Early works to 1800.; Gynecology -- Early works to 1800.,TRUE,FALSE
A39864,A39864.headed.txt,12336168,59787,Wing F1411; ESTC R14267,R14267,Free,"Fontenelle, M. de (Bernard Le Bovier), 1657-1757.; W. D., Sir.",,,,,1687,,"A discourse of the plurality of worlds written in French by the most ingenious author of the Dialogues of the dead ; and translated into English by Sir W.D., Knight.; Entretiens sur la pluralitÃ© des mondes. English",,Astronomy,Royal Society,,104,,,,Plurality of worlds.; Life on other planets.,TRUE,FALSE
A39865,A39865.headed.txt,10285760,44838,Wing F1412; ESTC R27986,R27986,Free,"Fontenelle, M. de (Bernard Le Bovier), 1657-1757.; Behn, Aphra, 1640-1689.",,,,,1688,,"A discovery of new worlds from the French, made English by A. Behn.",,Astronomy,Royal Society,,206,,,,Plurality of worlds.; Astronomy -- Early works to 1800.,TRUE,FALSE
A39871,A39871.headed.txt,9366860,42863,Wing F1416; ESTC R26138,R26138,Free,"Fontenelle, M. de (Bernard Le Bovier), 1657-1757.; Glanvill, John, 1664?-1735.",,,,,1688,,A plurality of worlds written in French by the author of the Dialogues of the dead ; translated into English by Mr. Glanvill.; Entretiens sur la pluralitÃ©s des mondes. English,,Astronomy,Royal Society,,166,,,,Plurality of worlds.; Life on other planets.,TRUE,FALSE
A39992,A39992.headed.txt,99831264,35727,Wing F1588A; ESTC R219817,R219817,Free,"Forrest, James, fl. 1694.",,,,,1694,,"A brief defence, of the old and succesful method of curing continual fevers in opposition to Doctor Brown and his vindicatory schedule.",,Med-Specific Treatise,,,164,,Disease,,"Brown, Andrew. -- Vindicatory schedule -- Early works to 1800.; Fever -- Early works to 1800.; Medicine -- Early works to 1800.",TRUE,FALSE
A40029,A40029.headed.txt,18183774,106944,Wing F1630; ESTC R38880,R38880,Free,"Foster, Samuel, d. 1652.",,,,,1659,,"De instrumentis plantariis cui usui inserviunt, & quomodo sunt tractanda / a Samuele Fostero ... = Of the planetary instruments : to what end they serve, and how they are to be used / by Samuel Foster ...",,Astronomy,Royal Society,,112,,Instruments,Instruments,Astronomical instruments -- Early works to 1800.; Scientific apparatus and instruments -- Early works to 1800.,TRUE,TRUE
A40030,A40030.headed.txt,18183854,106945,Wing F1631; ESTC R38385,R38385,Free,"Foster, Samuel, d. 1652.; R., Mr.",,,,,1685,,"The description and use of the nocturnal by M. Samuel Foster ... ; with the addition of a ruler, shewing the measures of inches and other parts of most countries, compared with our English ones ; being useful for all merchants & tradesmen.",,Astronomy,Royal Society,,19,,Instruments,Instruments,Astronomical instruments -- Early works to 1800.; Scientific apparatus and instruments -- Early works to 1800.,TRUE,TRUE
A40031,A40031.headed.txt,12251532,57111,Wing F1632; ESTC R7034,R7034,Free,"Foster, Samuel, d. 1652.; Twysden, John, 1607-1688.; Wingate, Edmund, 1596-1656.",,,,,1654,,"Elliptical or azimuthal horologiography comprehending severall wayes of describing dials upon all kindes of superficies, either plain or curved, and unto upright stiles in whatsoever position they shall be placed / invented and demonstrated by Samuel Foster ...",,Mathematics,Royal Society,,198,,Instruments,Instruments,Horology -- Early works to 1800.; Sundials.,TRUE,TRUE
A40032,A40032.headed.txt,12137606,54792,Wing F1633; ESTC R4533,R4533,Free,"Foster, Samuel, d. 1652.",,,,,1659,,"The geometrical square, with the use thereof in plain and spherical trigonometrie chiefly intended for the more easie finding of the hour and azimuth / by Samuel Foster ...",,Mathematics,Royal Society,,28,,Geometry,Mathematics,Geometry -- Early works to 1800.; Trigonometry -- Early works to 1800.,TRUE,TRUE
A40034,A40034.headed.txt,99829904,34351,Wing F1635A; ESTC R218296,R218296,Free,"Foster, Samuel, d. 1652.",,,,,1654,,"Posthuma Fosteri the description of a ruler, upon which is inscribed divers scales: and the uses thereof: invented and written by Mr. Samuel Foster, late professor of astronomie in Gresham-Colledg. By which the most usual propositions in astronomy, navigation, and dialling, are facily performed. Also, a further use of the said scales in deliniating of far declining dials; and of those that decline and recline, three severall wayes. With the deliniating of all horizontall dials, between 30 and 60 gr. of latitude, without drawing any lines but the houres themselves.",,Astronomy,Royal Society,,71,,Instruments,Instruments,Astronomy -- Early works to 1800.; Nautical astronomy -- Early works to 1800.; Navigation -- Instruments -- Early works to 1800.,TRUE,TRUE
A40044,A40044.headed.txt,11213645,46830,Wing F1648; ESTC R29853,R29853,Free,"La Fountaine.; Fountaine, Edward.",,,,,1650,,"A brief collection of many rare secrets many of which are approved and physical and the rest most pleasant and recreative : very necessary for all sorts of people / newly set forth and published by La Fountain, an expert operator.",,Med-General Treatise,,,13,,,,Curiosities and wonders.; Traditional medicine.,TRUE,FALSE
A40375,A40375.headed.txt,8141749,40932,Wing F2049; ESTC R24339,R24339,Free,"Fracastoro, Girolamo, 1478-1553.; Tate, Nahum, 1652-1715.",,,,,1686,,"Syphilis, or, A poetical history of the French disease written in Latin by Fracastorius ; and now attempted in English by N. Tate.",,Med-Specific Treatise,,,104,,Disease,,Syphilis -- Early works to 1800.,TRUE,FALSE
A40406,A40406.headed.txt,12117519,54366,Wing F2094; ESTC R20699,R20699,Free,"Franz, Wolfgang, 1564-1628.; N. W.",,,,,1670,,"The history of brutes, or, A description of living creatures wherein the nature and properties of four-footed beasts are at large described / by Wolfgangus Franzius ... ; and now rendred into English by N.W.; Historia animalium sacra. English",,Natural History,,,266,,Biology,,Zoology -- Pre-Linnean works.,TRUE,FALSE
A40443,A40443.headed.txt,12685994,65770,Wing F2165; ESTC R483,R483,Free,"Freke, William, 1662-1744.",,,,,1693,,"Select essays tending to the universal reformation of learning concluded with The art of war, or, A summary of the martial precepts necessary for an officer / by William Freke, Esq.",,Techne,,,300,,Instruments,,Learning and scholarship -- Early works to 1800.; Military art and science -- Early works to 1800.,TRUE,FALSE
A40447,A40447.headed.txt,15691016,104413,Wing F2168; ESTC R36439,R36439,Restricted,"FrÃ©mont d'Ablancourt, Nicolas, 1625?-1693.",,,,,1685,,"The doctors physician, or, Dialogues concerning health translated out of the original French.; Dialogues de la santÃ©. English. 1685",,Med-Health Guides,,,227,,,,Health -- Early works to 1800.,TRUE,FALSE
